Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges
1,0,1,1,22,1,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,1,Mailed check,57.95,1271.8
1,0,1,0,49,0,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,0,Credit card (automatic),49.65,2409.9
1,0,0,0,13,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.75,265.75
0,0,1,0,66,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,1,Bank transfer (automatic),90.55,6130.95
1,0,1,0,62,0,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,1,Bank transfer (automatic),39.0,2337.45
1,0,1,0,66,1,Yes,DSL,No,No,Yes,No,Yes,No,Two year,1,Bank transfer (automatic),63.3,4189.7
0,0,0,0,3,0,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,0,Credit card (automatic),35.2,108.95
1,0,0,0,63,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,0,Bank transfer (automatic),68.8,4111.35
1,0,1,1,15,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.35,278.85
0,0,1,0,43,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,94.1,4107.3
1,1,0,0,65,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,109.05,7108.2
0,0,0,0,2,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,85.7,169.8
0,0,0,0,14,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),50.1,709.5
0,0,1,1,68,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),109.05,7508.55
1,0,0,0,20,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),19.6,356.15
0,0,1,1,57,1,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),65.2,3687.85
1,0,0,0,72,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.8,1468.75
1,0,0,0,6,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,84.4,556.35
1,0,0,0,53,1,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,1,Bank transfer (automatic),73.9,3958.25
0,0,1,0,57,1,No,DSL,Yes,No,No,No,Yes,Yes,One year,1,Bank transfer (automatic),70.1,3913.3
1,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.1,20.1
1,0,0,0,15,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,49.0,749.25
0,1,0,0,40,1,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),79.2,3233.85
1,0,0,0,71,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Bank transfer (automatic),53.95,3888.65
0,1,1,0,13,0,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,45.3,528.45
0,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),91.15,6637.9
0,0,1,1,52,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,1,Credit card (automatic),95.7,4976.15
0,0,1,0,63,1,No,Fiber optic,Yes,No,Yes,No,No,No,One year,1,Credit card (automatic),81.15,5224.5
1,0,0,0,29,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.1,529.5
0,0,0,0,29,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),100.55,2878.75
1,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.75,67.1
1,0,1,1,19,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.6,414.95
1,0,1,1,61,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,99.9,6241.35
0,0,0,0,10,1,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,0,Electronic check,54.25,583.0
0,0,1,0,67,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),109.7,7344.45
1,0,0,0,42,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.55,839.4
0,0,0,0,1,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,75.7,75.7
0,0,0,0,5,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,84.0,424.75
0,0,0,0,20,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.5,403.15
1,1,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),69.5,69.5
1,0,0,0,6,1,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,78.95,494.95
1,0,0,1,34,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,106.35,3549.25
1,0,0,0,21,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.6,390.4
1,0,0,0,46,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,0,Electronic check,108.65,4903.2
1,0,1,1,34,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),97.7,3410.0
1,0,0,1,29,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,1,Mailed check,45.0,1242.45
1,0,1,1,27,1,No,Fiber optic,Yes,Yes,No,No,No,No,One year,1,Credit card (automatic),80.65,2209.75
0,0,1,0,72,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),89.8,6510.45
0,0,0,0,42,1,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,0,Credit card (automatic),54.55,2455.05
0,1,0,1,27,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,78.05,2135.5
1,0,1,0,66,1,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,1,Credit card (automatic),66.1,4428.45
0,0,0,0,2,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.55,166.3
1,0,0,0,32,1,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,96.2,3183.4
1,1,0,0,14,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.95,1036.75
1,0,0,0,19,1,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,0,Mailed check,89.95,1682.4
1,0,0,1,48,1,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,1,Bank transfer (automatic),64.4,3035.35
1,0,0,0,4,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,73.9,280.85
1,1,1,0,57,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,89.85,4925.35
1,0,1,1,58,1,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,1,Credit card (automatic),75.2,4300.8
0,1,1,0,56,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,1,Credit card (automatic),68.45,4014.0
0,0,1,0,69,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.75,1375.4
1,0,1,1,10,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),53.7,521.0
0,0,1,1,3,1,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,1,Electronic check,80.0,241.3
1,0,0,0,35,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),26.2,954.9
0,0,1,1,11,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.25,180.3
1,0,1,0,56,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,1,Electronic check,100.55,5514.95
