Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges
1,0,1,1,49,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,1,Electronic check,93.65,4520.15
0,0,0,0,15,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),69.0,994.8
0,0,0,0,41,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.25,865.0
0,1,0,0,46,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,104.45,4863.85
1,0,0,0,56,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),25.95,1444.05
1,0,0,0,48,1,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,1,Electronic check,95.4,4445.3
1,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,70.7,129.2
0,0,1,1,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),23.75,1679.25
1,0,1,0,45,1,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,0,Bank transfer (automatic),78.8,3597.5
1,0,1,0,37,1,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,1,Credit card (automatic),62.8,2278.75
0,0,0,0,61,1,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Mailed check,89.2,5500.6
0,0,0,0,60,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.6,1093.0
0,1,1,0,2,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Credit card (automatic),50.15,115.1
0,0,1,0,63,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,0,Credit card (automatic),75.55,4707.85
0,1,0,0,4,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.6,360.1
1,0,0,0,62,1,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,0,Electronic check,102.0,6529.25
0,0,0,0,62,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,1,Electronic check,92.05,5755.8
1,0,0,0,69,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,1,Credit card (automatic),97.65,6743.55
0,0,0,0,4,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,105.65,443.9
0,0,1,0,49,0,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,1,Credit card (automatic),56.3,2780.6
1,0,0,0,51,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,1,Credit card (automatic),81.15,4126.2
1,0,0,0,26,0,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),44.65,1156.55
0,0,0,0,9,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,43.75,405.7
0,0,0,0,57,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,0,Electronic check,94.7,5468.95
0,0,1,0,37,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.5,805.2
1,0,0,0,30,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,1,Bank transfer (automatic),97.0,3021.3
0,1,1,1,70,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Electronic check,107.9,7475.85
1,0,0,0,22,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,89.4,2001.5
1,0,0,0,39,0,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,1,Credit card (automatic),48.95,1880.85
0,1,1,0,33,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),80.6,2656.5
1,0,0,0,60,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),116.6,7049.5
0,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.45,19.45
0,0,1,1,12,1,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),58.35,740.55
0,0,1,1,51,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.95,1028.75
0,0,1,1,22,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,80.15,1790.65
1,0,1,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,18.8,18.8
1,0,1,1,39,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,0,Electronic check,100.0,3835.55
0,0,0,0,4,1,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,1,Electronic check,93.5,362.2
0,0,0,0,39,1,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,1,Electronic check,80.45,3201.55
1,1,1,0,69,1,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),84.9,5785.65
1,1,1,0,8,1,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,1,Credit card (automatic),64.4,581.7
1,0,1,0,68,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.05,1629.2
0,1,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,70.75,154.85
1,1,1,0,24,0,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),39.1,971.3
0,0,1,0,42,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,50.25,2203.65
0,0,1,0,59,1,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,1,Electronic check,80.1,4693.2
1,0,1,0,1,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,80.0,80.0
0,0,1,1,46,0,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),35.05,1620.25
1,0,0,0,4,0,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,29.65,118.5
1,0,1,1,11,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,20.45,250.8
1,0,1,0,59,1,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,0,Credit card (automatic),66.4,3958.2
0,0,1,1,53,1,No,DSL,No,No,Yes,No,No,Yes,One year,0,Credit card (automatic),60.6,3297.0
0,0,0,0,3,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,54.2,140.4
0,0,1,0,72,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),25.25,1841.2
1,0,0,0,9,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,18.95,185.6
1,0,1,1,24,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Credit card (automatic),20.8,469.65
0,1,1,0,45,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,86.1,3861.45
0,0,1,0,49,0,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,0,Bank transfer (automatic),40.65,2070.75
0,0,1,0,61,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,24.4,1417.9
1,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.3,144.0
0,0,0,0,5,1,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,1,Credit card (automatic),85.4,425.9
0,0,0,0,2,0,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,42.6,72.4
1,0,0,0,25,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,0,Bank transfer (automatic),81.75,2028.8
0,0,1,0,60,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,106.15,6411.25
1,0,1,0,51,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,0,Credit card (automatic),110.05,5686.4
1,0,1,1,2,1,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,56.7,113.55
